timestamp,symbol,side,price,quantity,order_id,grid_level,profit,matched
2026-04-18T18:55:18.680578,SOLJPY,SELL,0.0,0.086,346354961,4,0.0,True
2026-04-18T18:59:19.782505,SOLJPY,BUY,13921.0,0.087,346355641,4,-1212.338127,True
2026-04-18T19:32:21.546144,SOLJPY,SELL,0.0,0.086,346368878,4,0.0,False
